V2	V3	baseMean	log2FoldChange	lfcSE	pvalue	padj
FAM49B	mRNA	43.8062184662095	6.59211291241784e-07	0.00144268679249518	0.806951158065368	0.999975591221172
FAM50A	mRNA	18.1324533002147	2.67567673704243e-06	0.00144269156216089	0.159424991912165	0.999975591221172
FAM53B	mRNA	1.28684477798152	-2.94663775635197e-07	0.00144269444871932	0.65716623715685	0.999975591221172
FAM53C	mRNA	1.74434283818591	-1.4630747161711e-06	0.00144269391603447	0.154988893996433	0.999975591221172
FAM57B	mRNA	8.75097404449011	8.14857460860013e-08	0.00144269490470045	0.903571274993467	0.999975591221172
FAM76A	mRNA	11.705775103574	-1.58503735000212e-06	0.00144268716760622	0.518035070268737	0.999975591221172
FAM76B	mRNA	14.2553060836061	-2.08132030718967e-07	0.00144269286493464	0.866492854009292	0.999975591221172
FAM78B	mRNA	4.17846548771171	-1.49895231357606e-06	0.00144269346231886	0.209292994154793	0.999975591221172
FAM89A	mRNA	0.744660260490718	-2.20045654811308e-07	0.00144269444973384	0.723220548433624	0.999975591221172
FAM8A1	mRNA	12.7007097093328	5.21592229766121e-07	0.00144269307126369	0.668174158559355	0.999975591221172
FAM91A1	mRNA	2.72220106856492	1.45167006422894e-08	0.0014426940071553	0.999395239617923	0.999975591221172
FAM98A	mRNA	3.51683022794613	-2.07415590584152e-06	0.0014426919203726	0.214163643475505	0.999975591221172
FAR1	mRNA	304.604345897591	-2.79587881910977e-06	0.00144268553942545	0.317328086413372	0.999975591221172
FARP1	unclassified transcription discrepancy	28.9249932233653	-7.43563118452677e-07	0.00144269360586333	0.479613311532152	0.999975591221172
FARP2	unclassified transcription discrepancy	11.7383485715023	8.83955687373848e-07	0.00144269147004244	0.591111622363981	0.999975591221172
FARSA	mRNA	9.64998044057866	2.52689124921879e-06	0.00144269183350896	0.267473333507804	0.999975591221172
FARSB	mRNA	40.7805528956801	-3.77805528420541e-06	0.00144268463487819	0.296851771460614	0.999975591221172
FASN	mRNA	2.66272171969005	-7.26786043949878e-07	0.0014426941666374	0.388016817370749	0.999975591221172
FAT1	mRNA	23.3020187250005	2.28064123098001e-07	0.00144269399971723	0.799257107622942	0.999975591221172
FAT1	misc_RNA	23.3020187250005	2.28064123098001e-07	0.00144269399971723	0.799257107622942	0.999975591221172
FAU	mRNA	10.0815869655578	1.77808944999776e-06	0.00144269265493564	0.118122377602265	0.999975591221172
FBLN1	mRNA	50.2937379254708	4.37783144325508e-08	0.00144269446173146	0.953052614422231	0.999975591221172
FBLN2	mRNA	2.34215073411029	5.48854418563069e-07	0.00144269398622504	0.541617940202354	0.999975591221172
FBLN5	mRNA	1.59692311970441	-4.69800753204945e-07	0.00144269444573528	0.517924553871204	0.999975591221172
FBN1	mRNA	40.4836986585773	-4.23118117558223e-07	0.00144269076627687	0.645282928403003	0.999975591221172
FBN2	mRNA	1.37389504273746	-2.94481073860871e-08	0.00144269469180847	0.951851721456181	0.999975591221172
FBRS	mRNA	132.609229632427	-2.85240184354162e-06	0.00144268415519621	0.29351788228045	0.999975591221172
FBRSL1	mRNA	18.9573681384182	-4.67505877486712e-07	0.00144269422972872	0.550741629355014	0.999975591221172
FBXL14	mRNA	23.7448490746242	-1.28246455695435e-05	0.00144271686111574	0.431215808608296	0.999975591221172
FBXL17	mRNA	74.0815206205372	9.17297267828885e-07	0.00144269003476732	0.637204322133865	0.999975591221172
FBXL19	mRNA	5.52473600640625	-1.65555745003275e-06	0.00144269283094925	0.101282617848123	0.999975591221172
FBXL20	mRNA	63.4540237414728	-5.30353202214186e-06	0.00144268356635481	0.123594989554836	0.999975591221172
FBXL3	mRNA	43.3618050255175	-1.16836475630633e-06	0.0014426863541996	0.580797161122371	0.999975591221172
FBXL4	mRNA	24.7150180611983	9.74616607082022e-07	0.00144269317077465	0.426753941476395	0.999975591221172
FBXL5	mRNA	77.8652522241652	1.91452896241768e-06	0.00144267225336683	0.637775367925763	0.999975591221172
FBXO11	unclassified transcription discrepancy	524.180207197423	2.17199200291718e-05	0.00144273154992354	0.667511662414533	0.999975591221172
FBXO25	mRNA	0.846811313434737	-5.10788505976775e-09	0.00144269452653202	0.992924191837628	0.999975591221172
FBXO28	unclassified transcription discrepancy	12.3298834119663	-3.47057096870069e-08	0.00144269276422563	0.976034199579147	0.999975591221172
FBXO3	mRNA	4.21963388500723	-7.17872498558502e-07	0.00144269250175603	0.597941308537302	0.999975591221172
FBXO30	mRNA	7.02156286358709	-5.44176053181502e-07	0.00144269232435896	0.726333923206832	0.999975591221172
FBXO31	mRNA	9.95465188774633	-1.05720974879606e-06	0.00144269311148907	0.630944141617797	0.999975591221172
FBXO32	mRNA	12.6033578857731	6.27699005640488e-07	0.0014426948683491	0.18075427322158	0.999975591221172
FBXO33	mRNA	377.682942488306	-2.01048227078146e-06	0.00144269117780961	0.269355775994908	0.999975591221172
FBXO38	mRNA	9.60771673284621	-1.19957447324846e-06	0.00144269110067263	0.489798782721477	0.999975591221172
FBXO42	mRNA	0.761157494854151	-1.97217902323934e-07	0.00144269420042495	0.799057240858628	0.999975591221172
FBXO45	mRNA	11.6550714543297	6.86805831989197e-07	0.00144269263028079	0.898991588980663	0.999975591221172
FBXO45	misc_RNA	11.6550714543297	6.86805831989197e-07	0.00144269263028079	0.898991588980663	0.999975591221172
FBXO46	mRNA	6.76350350851354	-2.3573007022235e-06	0.00144269369782874	0.551024168147889	0.999975591221172
FBXO8	mRNA	226.187499258846	1.2620559410209e-06	0.00144268543407269	0.638762813953585	0.999975591221172
FBXO9	misc_RNA	148.147622439649	2.84674551280479e-06	0.00144268319896202	0.359221321953443	0.999975591221172
FBXO9	mRNA	148.147622439649	2.84674551280479e-06	0.00144268319896202	0.359221321953443	0.999975591221172
FBXW11	mRNA	120.372500081079	7.01117636777859e-06	0.00144269278233421	0.826563438693603	0.999975591221172
FBXW2	mRNA	4.15848770738868	-1.07851258057171e-06	0.00144269240972293	0.452825913621287	0.999975591221172
FBXW4	mRNA	204.128592986132	4.9782349048128e-07	0.00144269151860796	0.760302916709898	0.999975591221172
FBXW7	mRNA	146.393330881148	2.56822617867451e-06	0.00144268170146548	0.429169715799364	0.999975591221172
FBXW9	mRNA	1.26383372798017	-6.67638635390899e-07	0.001442694220084	0.412643662997192	0.999975591221172
FBXW9	misc_RNA	1.26383372798017	-6.67638635390899e-07	0.001442694220084	0.412643662997192	0.999975591221172
FCF1	mRNA	6.54942203874355	-1.79763638069307e-06	0.0014426924243117	0.235356188383996	0.999975591221172
FCHO2	mRNA	20.378550200281	-4.08356307752525e-06	0.00144269008567536	0.330120618382256	0.999975591221172
FCHSD2	mRNA	2.25095307348126	7.31616800599208e-07	0.00144269399142191	0.421622378334452	0.999975591221172
FEM1A	mRNA	4.0216484928377	2.66283480526702e-07	0.001442694508981	0.675025235414056	0.999975591221172
FEM1C	mRNA	65.9152476426863	1.4521070616139e-06	0.00144268377398243	0.305776903230174	0.999975591221172
FER	unclassified transcription discrepancy	1.38112441767192	-3.53918664093391e-07	0.00144269426121498	0.645395937552329	0.999975591221172
FERMT2	mRNA	69.8662509587974	3.6535384063753e-05	0.00144292149912812	0.0725254466205253	0.999975591221172
FERMT3	mRNA	1.41750788804972	2.91494502330199e-06	0.00144269594686176	0.939340827876416	0.999975591221172
FEZ2	mRNA	13.769191501007	-5.383810634507e-07	0.00144269081859303	0.813542624939683	0.999975591221172
FGA	mRNA	1702.8772772051	4.74681598230249e-09	0.00144269491357283	0.984193238956074	0.999975591221172
FGB	mRNA	12.0069410561549	3.25633726009642e-07	0.00144269492474434	0.795197357174947	0.999975591221172
FGD4	mRNA	8.23549614032378	-1.55625860457994e-06	0.00144269389122389	0.151251453736103	0.999975591221172
FGD5	mRNA	4.13981303996988	9.06539757870464e-07	0.0014426933090517	0.441460289943142	0.999975591221172
FGD6	mRNA	6.24745248337777	-1.83865424196485e-07	0.00144269395538253	0.832796658535919	0.999975591221172
FGF10	mRNA	0.922161697212089	6.01885046635647e-07	0.00144269503674996	0.0822181759029233	0.999975591221172
FGF12	mRNA	3.72214963325029	6.25395822016233e-07	0.00144269340867262	0.572053726384592	0.999975591221172
FGF13	mRNA	4.45053496661744	3.93755232832271e-07	0.00144269424098329	0.614789888452239	0.999975591221172
FGF14	mRNA	1.75442616753719	6.08840170426831e-07	0.00144269483954291	0.209072431700837	0.999975591221172
FGF18	unclassified transcription discrepancy	2.31991352104161	1.49675527864016e-07	0.00144269447724758	0.746520546463839	0.999975591221172
FGF2	mRNA	0.620807633596119	-4.80409865369878e-08	0.00144269491169071	0.858235006236821	0.999975591221172
FGF9	mRNA	3.17230823564122	6.10366088683146e-07	0.00144269441819508	0.39956481194754	0.999975591221172
FGFR1	mRNA	28.8079102847927	-8.35053896177754e-07	0.00144269422748036	0.310621471419776	0.999975591221172
FGFR1OP	mRNA	4.29706921462645	-7.73429768465654e-07	0.00144269193184145	0.611956431930583	0.999975591221172
FGFR1OP2	mRNA	1.44197592411399	6.83459481121634e-07	0.00144269391867716	0.463686782160203	0.999975591221172
FGFR2	mRNA	112.263843350803	-4.34098881762457e-07	0.00144269446713014	0.512540581784765	0.999975591221172
FGFR4	mRNA	25.5857224434877	-1.8582258160196e-08	0.00144269395412784	0.97897332871093	0.999975591221172
FGFRL1	mRNA	0.650293278604623	-6.77306733773402e-07	0.00144269479655706	0.212878278516183	0.999975591221172
FGG	mRNA	37.557662113572	2.66691720724781e-08	0.00144269491723597	0.944234312236715	0.999975591221172
FGGY	mRNA	5.1692436875059	-1.76588219506748e-06	0.00144269433186435	0.069803214537837	0.999975591221172
FGR	mRNA	1.3095143508856	-2.48397399116833e-07	0.00144269397778246	0.772850214492911	0.999975591221172
FH	mRNA	40.3296231455852	6.87951125857327e-07	0.00144268952025614	0.813447684606813	0.999975591221172
FHL1	mRNA	140.819892257025	-4.31817990539728e-07	0.0014426943698062	0.542518508523764	0.999975591221172
FHL2	mRNA	47.6336914764288	-2.8997208750159e-08	0.00144269489019585	0.910342724781181	0.999975591221172
FHL3	unclassified transcription discrepancy	22.9488243331345	-5.08839668701413e-07	0.00144269393604516	0.562041782187415	0.999975591221172
FIBIN	mRNA	4.9471528330947	1.19731265705707e-07	0.00144269394539399	0.895311086317764	0.999975591221172
FIBP	mRNA	1.10673725723232	5.93957379284611e-07	0.00144269409957256	0.484029602476291	0.999975591221172
FIG4	mRNA	5.78885683419375	-6.89482453104041e-07	0.00144269304002633	0.570745439377761	0.999975591221172
FIGN	mRNA	2.96479494731348	-9.67569615757627e-07	0.00144269405916312	0.294143749604355	0.999975591221172
FILIP1	mRNA	47.7929579139258	2.03201570349509e-07	0.00144269440547637	0.773678894614376	0.999975591221172
FILIP1L	mRNA	3.0764554235282	-1.10673829050936e-07	0.00144269457373134	0.84816707893762	0.999975591221172
FIP1L1	mRNA	61.5452348575776	1.58704978477901e-06	0.00144268370708506	0.842483972720489	0.999975591221172
FIS1	mRNA	1.22924297448811	-1.26601580652216e-06	0.00144269452384423	0.104275707979236	0.999975591221172
FIZ1	mRNA	1.1836861172853	-3.00726216943278e-07	0.00144269452415619	0.626070251414518	0.999975591221172
FJX1	mRNA	2.51078118843137	-3.77509456431716e-07	0.00144269403288988	0.662257639964565	0.999975591221172
FKBP1A	mRNA	5.10838524349243	-1.86767326213854e-07	0.00144269207775166	0.89695924189917	0.999975591221172
FKBP1B	mRNA	7.02846631300955	1.37347347284708e-06	0.00144269355549988	0.233533889420682	0.999975591221172
FKBP2	mRNA	0.823794984504353	1.48998435744469e-07	0.0014426944482644	0.816821239482977	0.999975591221172
FKBP4	mRNA	8.99257969340117	6.84280840336718e-07	0.00144269138641615	0.678112185067125	0.999975591221172
FKBP5	mRNA	57.6862720331244	2.28518682646109e-06	0.00144269387353362	0.0717340090532099	0.999975591221172
FLII	mRNA	6.68889660018872	-9.62890893138e-07	0.00144269355448124	0.381087689998442	0.999975591221172
FLNA	mRNA	77.0136552330306	-6.51458688225877e-07	0.00144269204399498	0.658499458859594	0.999975591221172
FLNB	mRNA	15.1535165987273	-1.37020735874448e-06	0.00144269336075355	0.258937841262973	0.999975591221172
FLNC	unclassified transcription discrepancy	279.585574074791	2.2867651855842e-07	0.00144269466164423	0.681197580659346	0.999975591221172
FLOT1	mRNA	26.8559150384775	-7.88901491855815e-07	0.00144268963273901	0.690546461488467	0.999975591221172
FLOT2	mRNA	46.6921418264281	-4.50794180441484e-06	0.00144268473330187	0.154109946183804	0.999975591221172
FLRT2	mRNA	7.21429910432946	-1.987392096612e-06	0.00144269266926123	0.189425840366387	0.999975591221172
FLRT3	mRNA	1.13587161375077	-4.07106879911225e-07	0.00144269472443316	0.423457958834315	0.999975591221172
FLT1	mRNA	12.6834415373891	8.24794983892499e-07	0.00144269323904083	0.488301918337527	0.999975591221172
FLT1	misc_RNA	12.6834415373891	8.24794983892499e-07	0.00144269323904083	0.488301918337527	0.999975591221172
FLT4	mRNA	1.16500837617563	-8.01807748486172e-07	0.00144269456268975	0.240355529858839	0.999975591221172
FMNL2	mRNA	30.7757129544317	9.93644876174121e-07	0.00144269318442872	0.418588474259707	0.999975591221172
FMNL3	misc_RNA	4.44714700592581	-4.53735931992714e-07	0.00144269436789419	0.531592434788314	0.999975591221172
FMNL3	mRNA	4.44714700592581	-4.53735931992714e-07	0.00144269436789419	0.531592434788314	0.999975591221172
FMR1	mRNA	54.2217116591972	-4.60314219112969e-07	0.0014426866383846	0.849839092438202	0.999975591221172
FN1	unclassified transcription discrepancy	324.542206242982	-6.79268903520658e-07	0.00144269435982229	0.365358007993867	0.999975591221172
FNBP1	mRNA	0.718258632343495	4.5890553289254e-07	0.00144269473157553	0.422165536098546	0.999975591221172
FNBP1L	mRNA	44.5083218222879	4.78725085058376e-07	0.00144269196544277	0.753054990047964	0.999975591221172
FNBP1L	misc_RNA	44.5083218222879	4.78725085058376e-07	0.00144269196544277	0.753054990047964	0.999975591221172
FNBP4	mRNA	259.450577628354	1.76736422820727e-06	0.00144268775719211	0.459994711432419	0.999975591221172
FNDC1	mRNA	3.01569429498839	2.55323632802717e-07	0.0014426946485315	0.642001176742125	0.999975591221172
FNDC3A	mRNA	1.81004375804957	-9.91750499433035e-07	0.00144269425206516	0.224195496084947	0.999975591221172
FNDC3B	mRNA	14.7989589796044	-3.06271634387027e-06	0.00144269325433067	0.0548641910112051	0.999975591221172
FNIP1	mRNA	29.4405566570121	-1.62347669421838e-07	0.00144269284242975	0.893700502632824	0.999975591221172
FNIP2	mRNA	0.74326621486594	3.39189343695308e-08	0.00144269459863434	0.959655955075327	0.999975591221172
FNTA	mRNA	19.0287217344992	5.03063425354918e-06	0.00144268346844761	0.140881916292304	0.999975591221172
FOS	mRNA	13.5146806818917	1.18098694953161e-06	0.00144269395990864	0.233618736415793	0.999975591221172
FOSB	mRNA	1.64948307198254	5.50970799403122e-10	0.00144269503047449	0.872743620545694	0.999975591221172
FOXA1	mRNA	67.953205235501	3.34147875294533e-07	0.00144269493511712	0.676231856938984	0.999975591221172
FOXA2	mRNA	4.20295693775122	-9.83357608104472e-08	0.00144269483215863	0.798310682279455	0.999975591221172
FOXA3	mRNA	39.3937308464035	2.10482665633547e-08	0.00144269491738284	0.956613056575364	0.999975591221172
FOXC1	mRNA	18.8605625831014	1.53334701593857e-07	0.00144269468491488	0.770915208457289	0.999975591221172
FOXD2	unclassified transcription discrepancy	6.92038918766391	2.49801168480997e-07	0.00144269476369636	0.597276199373342	0.999975591221172
FOXD3	mRNA	41.5369601465321	6.04685591662465e-07	0.00144269479406292	0.241753869573931	0.999975591221172
FOXE1	mRNA	0.487264288464233	-2.63260050629065e-07	0.00144269502440168	0.403980701212007	0.999975591221172
FOXF1	mRNA	1.72950274845104	6.49523392255798e-08	0.0014426947918276	0.819179948034359	0.999975591221172
FOXJ2	mRNA	109.424343296586	-3.5554108417686e-06	0.00144269443422227	0.741138455086214	0.999975591221172
FOXK2	mRNA	316.716151831993	1.28430287945833e-06	0.00144268522080912	0.636841402698987	0.999975591221172
FOXN3	mRNA	96.9210697680961	-2.88404122397045e-06	0.00144269299382773	0.074521882763574	0.999975591221172
FOXO1	unclassified transcription discrepancy	4.30282222989363	-1.31535037841544e-06	0.00144269449262256	0.10673698695622	0.999975591221172
FOXO3	mRNA	284.468064737496	1.46074667127707e-06	0.00144269359014443	0.215220448579396	0.999975591221172
FOXO3	misc_RNA	284.468064737496	1.46074667127707e-06	0.00144269359014443	0.215220448579396	0.999975591221172
FOXO4	mRNA	11.1029066836528	1.70825513964309e-06	0.00144269379145895	0.13960680664413	0.999975591221172
FOXP1	mRNA	126.517432965691	-1.49626458100255e-06	0.00144269363455973	0.196762157269615	0.999975591221172
FOXP2	mRNA	48.7664955249056	1.95405384034054e-06	0.0014426926536184	0.195290594415947	0.999975591221172
FOXP4	mRNA	113.275453574616	-6.35315101585285e-07	0.00144269406067475	0.466776055444179	0.999975591221172
FPGS	mRNA	1.54652558250901	-2.59690524058323e-07	0.0014426946225376	0.667372286961917	0.999975591221172
FRMD3	mRNA	1.50881269562975	-6.09322364108241e-07	0.00144269415775451	0.465450933184332	0.999975591221172
FRMD4A	mRNA	8.63329283683955	-5.74176334108728e-07	0.00144269407911002	0.504898910454445	0.999975591221172
FRMD4B	mRNA	1.43770474153472	3.16481070394268e-07	0.00144269416702535	0.695198386861435	0.999975591221172
FRMPD4	mRNA	3.55247903207513	-9.16186280508735e-08	0.00144269480393839	0.820016856324318	0.999975591221172
FRS2	mRNA	3.9205188942298	-1.54129947104026e-06	0.00144269389244844	0.152895791492925	0.999975591221172
FRY	mRNA	95.6411472169119	5.80212967782406e-07	0.0014426940355142	0.519029272749988	0.999975591221172
FRY	misc_RNA	95.6411472169119	5.80212967782406e-07	0.0014426940355142	0.519029272749988	0.999975591221172
FRYL	unclassified transcription discrepancy	12.1447546971476	4.48116434612396e-07	0.0014426923519084	0.671147772064203	0.999975591221172
FRZB	mRNA	55.6928089869362	2.94885105492536e-07	0.00144269472458604	0.563943265534594	0.999975591221172
FSBP	mRNA	3.5215029169723	-5.322511113122e-07	0.00144269325371853	0.643256727440125	0.999975591221172
FSCN1	mRNA	1.47184641680292	1.82379200235468e-07	0.00144269447072553	0.775300005089144	0.999975591221172
FSD1L	mRNA	2.64183110180775	1.2210985684726e-06	0.00144269409831807	0.57298709578745	0.999975591221172
FST	mRNA	51.6357441188177	1.18421741686362e-07	0.00144269421244883	0.877632821914108	0.999975591221172
FSTL1	mRNA	5.17749644961091	-3.4431970724227e-07	0.00144269267804389	0.789495510322962	0.999975591221172
FTCD	mRNA	1.22794794499363	-9.64437039453011e-08	0.00144269477997489	0.820434790227928	0.999975591221172
FTH1	mRNA	108.022568764668	-6.93680530962908e-07	0.00144269288853371	0.582389746199321	0.999975591221172
FTL	mRNA	42.5396040010129	-4.49357712380332e-07	0.00144269406097712	0.597801029997861	0.999975591221172
FUBP1	mRNA	617.596085521014	-6.51855854462774e-07	0.00144268711917585	0.78294919796384	0.999975591221172
FUBP3	mRNA	6.69600175270269	-1.49912952846677e-06	0.00144269193865436	0.348650904816906	0.999975591221172
FUNDC1	mRNA	25.0927671441777	1.34016107210555e-06	0.00144269011721438	0.492987189242765	0.999975591221172
FURIN	mRNA	16.1365139136343	-5.79655149268521e-07	0.00144269281351989	0.760851047409905	0.999975591221172
FUT8	mRNA	88.8223327333754	-3.50418017975949e-07	0.00144269414790464	0.661299584084403	0.999975591221172
FXR1	mRNA	962.106586758886	7.64562501439298e-07	0.00144269366362185	0.469967012196261	0.999975591221172
FXR2	mRNA	62.6766608644638	4.26712682290046e-07	0.00144269431808776	0.572891561504587	0.999975591221172
FYN	mRNA	43.3942946552904	-9.72772408614651e-07	0.00144268683490536	0.690841853647606	0.999975591221172
FZD1	mRNA	43.5376950963745	-8.2389061585134e-07	0.00144269275325467	0.529768370493669	0.999975591221172
FZD2	mRNA	1.77593778212682	-9.79237065153397e-08	0.00144269374050418	0.921479111612768	0.999975591221172
FZD5	mRNA	27.6641593832499	-4.84950429858872e-07	0.00144269464403411	0.400609705404632	0.999975591221172
FZD7	mRNA	18.6195172864227	-5.83976616126763e-07	0.00144269369789557	0.540346428422739	0.999975591221172
FZD8	mRNA	32.7081755388833	-1.83783928299582e-07	0.00144268985532278	0.922321497470767	0.999975591221172
G2E3	mRNA	0.75290068786052	4.54342085812112e-07	0.00144269425266259	0.56065716088655	0.999975591221172
G3BP1	mRNA	266.860027526704	5.33983730238163e-07	0.00144269113302729	0.756556867591311	0.999975591221172
G3BP2	mRNA	66.2985263183026	-5.69584580096278e-07	0.00144269067341395	0.747322562593092	0.999975591221172
G6PD	mRNA	1.10232627280801	1.37609411004236e-06	0.0014426946003879	0.072142949731696	0.999975591221172
GABARAP	mRNA	396.449662779731	2.56490236220657e-06	0.00144268262840434	0.414366641670806	0.999975591221172
GABARAPL2	mRNA	106.547194804894	0.596881498081348	0.437397472368577	0.00279891015091963	0.999975591221172
GABPA	mRNA	26.9977830421165	1.3268961290721e-06	0.00144268423158499	0.943467617103952	0.999975591221172
GABPB1	misc_RNA	2.04912503791621	4.63491572921495e-07	0.00144269350826527	0.660840690027162	0.999975591221172
GABPB1	mRNA	2.04912503791621	4.63491572921495e-07	0.00144269350826527	0.660840690027162	0.999975591221172
GABRB3	mRNA	15.7887741899138	-1.2346825076866e-07	0.00144269492415898	0.677327486386426	0.999975591221172
GADL1	mRNA	1.9364575783411	-4.14028617866942e-07	0.00144269482036471	0.346465666758889	0.999975591221172
GAK	mRNA	1.11310878483884	-7.24384307963067e-08	0.00144269377188084	0.939233847903993	0.999975591221172
GALK1	mRNA	1.43109270436832	-9.97498456928676e-07	0.00144269444662183	0.191802667854916	0.999975591221172
GALNT1	mRNA	4.55326985305738	1.39864740812952e-06	0.00144269289783964	0.314994546447218	0.999975591221172
GALNT10	mRNA	3.09131958646439	2.15166021961224e-07	0.00144269328168892	0.850687695698538	0.999975591221172
GALNT11	misc_RNA	2.09431369257396	-3.11456801363746e-07	0.00144269390745409	0.732000408608485	0.999975591221172
GALNT11	mRNA	2.09431369257396	-3.11456801363746e-07	0.00144269390745409	0.732000408608485	0.999975591221172
GALNT12	mRNA	1.28416571698712	6.18052213174901e-07	0.00144269381695532	0.525072159810153	0.999975591221172
GALNT13	mRNA	5.90460353533442	-7.25904840964638e-07	0.00144269329823473	0.528370557800138	0.999975591221172
GALNT16	mRNA	0.734451788162393	4.10730163664771e-07	0.00144269458310287	0.498528654686721	0.999975591221172
GALNT16	misc_RNA	0.734451788162393	4.10730163664771e-07	0.00144269458310287	0.498528654686721	0.999975591221172
GALNT18	unclassified transcription discrepancy	3.65089495728412	-1.09909020906517e-07	0.00144269465016161	0.830576685451832	0.999975591221172
GALNT2	mRNA	30.3320709688732	-1.3327486606234e-06	0.00144268967744064	0.503365324681303	0.999975591221172
GALNT7	mRNA	44.8000113425442	6.68350261191466e-08	0.00144268949660406	0.990201685849559	0.999975591221172
GANAB	mRNA	0.972646482809908	-3.88777944889205e-07	0.00144269456202097	0.521196586193371	0.999975591221172
GAP43	mRNA	4.3186641284739	2.21120418320057e-06	0.0014426940610661	0.0568909235666939	0.999975591221172
GAPDH	mRNA	5628.67365885775	1.10020115684757e-06	0.00144269415070691	0.237635784666594	0.999975591221172
GAPVD1	mRNA	3.9801030297009	-1.88898485201933e-06	0.00144269352202664	0.13555952677446	0.999975591221172
GARNL3	mRNA	5.97902177696669	-1.61737006673822e-06	0.00144269406192416	0.12158155986586	0.999975591221172
GARS	mRNA	1.70620580914572	2.65877664733973e-07	0.00144269387683163	0.772852118947556	0.999975591221172
GAS1	mRNA	54.0221911696014	-1.41680912168275e-06	0.0014426894561857	0.492786936361466	0.999975591221172
GAS6	mRNA	13.6750812554942	-2.02205216913613e-07	0.00144269376180528	0.737345762880537	0.999975591221172
GAS7	mRNA	1.53040952746193	-7.51660872012933e-07	0.00144269445464911	0.298664725772377	0.999975591221172
GATA2	mRNA	6.20690397356218	8.91578733123576e-07	0.00144269329166808	0.450420387878316	0.999975591221172
GATA5	mRNA	1.22772568361677	-3.78783407753013e-07	0.00144269485679804	0.362969502504128	0.999975591221172
GATA6	mRNA	15.6451686148097	1.90328688128909e-07	0.00144269424762801	0.808509663758727	0.999975591221172
GATAD1	unclassified transcription discrepancy	1.41564275552648	3.92703374545162e-07	0.00144269427224809	0.608045916928525	0.999975591221172
GATAD2A	mRNA	1.03241946958093	5.307503329297e-07	0.00144269430528733	0.483245695480737	0.999975591221172
GATAD2B	mRNA	4.0957965011544	1.97485068504173e-06	0.00144269344263271	0.127193132972887	0.999975591221172
GATB	mRNA	2.59511666758678	-1.97558645831048e-06	0.00144269360983181	0.114407687640898	0.999975591221172
GATB	misc_RNA	2.59511666758678	-1.97558645831048e-06	0.00144269360983181	0.114407687640898	0.999975591221172
GATD1	mRNA	1.5052902437245	-1.29508985192294e-06	0.00144269380433423	0.218000427287348	0.999975591221172
GATD3A	mRNA	1.50296840842007	-9.80140488410999e-07	0.00144269409525249	0.279066089479327	0.999975591221172
GBE1	mRNA	61.0401559213299	-3.87964357561284e-07	0.00144269174570229	0.798750257800202	0.999975591221172
GBF1	mRNA	18.2525073463924	3.65234558098932e-07	0.00144268966979782	0.845034248709078	0.999975591221172
GCA	mRNA	46.8277972890854	-2.04070451890935e-06	0.00144268652705134	0.428604773081185	0.999975591221172
GCAT	mRNA	1.72755176438933	7.78724908282481e-07	0.0014426940674759	0.378081116985427	0.999975591221172
GCDH	mRNA	2.50305262802973	-1.05305897219236e-06	0.00144269400007659	0.262478164818326	0.999975591221172
GCGR	mRNA	4.10468289998282	-2.68391257402182e-07	0.00144269470555938	0.594634664098868	0.999975591221172
GCLC	mRNA	7.74732873098072	-6.24466494153658e-07	0.00144269409188099	0.467004284518766	0.999975591221172
GCSH	mRNA	21.5509736546088	-3.77682125186264e-07	0.00144269417194711	0.63591521952211	0.999975591221172
GDAP1	mRNA	25.7906515079527	8.12779361842562e-08	0.00144269474011309	0.868677732830673	0.999975591221172
GDAP2	unclassified transcription discrepancy	0.810045757733156	-1.01911950420838e-06	0.00144269448316341	0.174451818485402	0.999975591221172
GDF6	mRNA	6.40568366188608	-5.67874265834568e-07	0.00144269362564941	0.186543185757028	0.999975591221172
GDI1	mRNA	27.2282191451921	-5.22444066305084e-07	0.00144269199153294	0.724378904709486	0.999975591221172
GDI2	mRNA	13.3756388573498	6.78544010674662e-07	0.00144269003385568	0.723659128474512	0.999975591221172
GEM	mRNA	3.55852210409921	-8.43091263833254e-08	0.00144269465489058	0.861695502655101	0.999975591221172
GEMIN2	mRNA	0.804498133829192	2.28689376939983e-08	0.00144269450862946	0.971461324588672	0.999975591221172
GET4	mRNA	34.7916235723497	-1.66007442200592e-06	0.00144268303832305	0.494551301585049	0.999975591221172
GFOD1	mRNA	14.6858554122322	-2.32725728536176e-07	0.00144268786350041	0.811799653202873	0.999975591221172
GFPT1	mRNA	0.713390780614555	-8.35230476874046e-07	0.00144269494970276	0.108905242825362	0.999975591221172
GFPT2	mRNA	0.699968664182473	9.45374627796631e-08	0.00144269479035854	0.641912407587098	0.999975591221172
GFRA1	mRNA	6.81260859323028	2.57266651896383e-07	0.00144269431190253	0.71706140924634	0.999975591221172
GGA1	mRNA	1.10206756375293	1.86736271054303e-07	0.0014426941321767	0.817894007645232	0.999975591221172
GGA3	mRNA	4.0791798223607	6.35363947349233e-07	0.001442692470872	0.650653804179908	0.999975591221172
GGNBP2	mRNA	3.92576400213629	-3.2660018788005e-07	0.00144269212497467	0.818493483278116	0.999975591221172
GGPS1	mRNA	5.26103075772405	4.59212383483679e-07	0.00144269173901453	0.76750887239177	0.999975591221172
GID4	mRNA	1.71903476006388	9.53404943892585e-07	0.00144269447466844	0.202543489701316	0.999975591221172
